uid,region,severity,density
bopm,west,4,1657323.5
bovi,south,3,111825.0
bovq,northeast,2,90533.0
bovt,south,1,349.0
bown,west,5,11010000.0
bpag,south,1,2131.592039800995
bpao,west,4,5760000.0
bpbq,midwest,4,1030995.0
bpco,midwest,3,130095.0
bpdo,south,2,59400.0015258789
bpff,west,4,5055000.0
bphe,midwest,3,581501.0
bphm,south,2,35339.0
bphn,south,1,1452.0
bpjo,west,1,1150.0
bpke,northeast,3,180533.0
bpki,south,1,472.0
bpmp,south,2,93914.0
bpnh,west,4,5581406.0
bpnv,south,1,16459.0
bpqq,south,4,1007320.0
bpsk,south,3,819085.0
bpsr,south,1,3915.0
bptm,midwest,1,19300.0
bpul,west,4,1364238.5
bpva,south,3,179598.0
bpvg,midwest,1,414.396957671958
bpvi,south,1,6834.0
bpxi,south,1,1372.0
bpyp,south,2,37033.0
bpzy,south,1,3037.0
bqbr,west,4,1390290.5
bqdd,south,1,2905.0
bqex,south,4,1371180.0
bqfi,south,1,14523.0
bqfv,midwest,1,6822.0
bqgd,west,4,5552500.0
bqgz,south,2,39502.0
bqif,west,4,1321904.0
bqkw,south,1,3227.0
bqkx,west,4,2751507.5
bqlf,west,4,1945899.9975
bqnp,south,2,30498.0
bqoz,midwest,1,852.9687968127491
bqqp,south,1,5017.0
bqrl,west,4,1175361.5
bqrs,south,2,27392.0
bqsb,south,1,940.0
bqss,south,2,50346.0
bqsw,south,2,43000.0
bqtc,south,1,2470.0
bqtz,south,1,1263.0
bquv,south,2,83481.0
bqvb,south,1,9682.0
bqxd,south,3,202350.0
bqzw,west,4,1765919.9975
brav,south,1,968.0
brbb,south,1,1899.0
brcn,west,4,6020000.0
brcw,west,4,2285360.0
brdt,midwest,1,5516.862242287438
brea,west,4,2318393.0
brei,south,3,101665.0
brek,west,4,6387500.0
brfi,south,2,26556.0
brih,south,1,1646.0
brja,west,4,5916825.5
brjj,west,4,2445053.25
brju,south,3,151707.0
brkd,south,3,801420.0
brlx,south,3,237690.0
broc,south,2,41390.0
brpr,south,1,5400.0
brwg,south,1,363.0
brwx,south,1,2614.0
brxn,south,1,2178.0
brzm,south,1,8348.0
brzu,west,4,6652500.0
bsaa,midwest,1,3446.0
bsat,midwest,1,408.0122744282741
bscc,south,1,6425.0
bsce,west,4,9280000.0
bscq,south,1,3131.0
bset,west,4,2761277.0
bsgd,northeast,1,12954.423076923076
bsgf,west,4,3917500.0
bsgi,south,1,15104.0
bsgt,south,1,36.0
bsgx,south,1,8299.0
bshe,northeast,1,7653.92051557465
bsin,northeast,1,8741.986301369863
bsjq,west,1,9683.2
bsju,south,3,741824.0
bsjx,west,4,5290000.0
bskb,south,1,3890.0
bskq,south,1,18734.0
bsku,west,3,371006.0
bsmo,south,1,1424.999997019768
bsms,south,1,18008.0
bsmv,south,3,137966.0
bsni,south,2,49862.0
bsog,south,1,16374.0
bsps,northeast,1,614.4076546506453
bstl,south,3,150069.0
bstm,south,1,14200.0
bstz,south,1,626.0
bsvb,midwest,1,408.682123752495
bsvr,midwest,1,3514.648095238095
bsvy,south,2,20464.0
bszs,south,1,7443.0
btam,south,1,2178.0
btas,south,1,14523.0
btbf,west,4,4317500.0
btbo,south,1,3921.0
btbq,west,4,6400000.0
btbs,south,1,17292.0
btcx,northeast,2,26517.129629629628
btde,west,4,7005000.0
btgz,south,1,708.0
btjk,south,1,2324.0
btkb,south,2,27376.0
btkd,south,2,67567.0
btlq,west,4,2227211.0
btmd,west,4,2093694.5
btmq,south,1,2563.0
btmy,south,3,552350.0
btnd,northeast,1,689.6024464831804
bton,west,4,5257500.0
btop,northeast,1,830.7894736842105
btor,south,3,404701.0
btpy,south,1,15653.0
btsb,midwest,2,20178.0
btsg,south,1,16136.0
btth,midwest,3,177975.0
bttn,south,1,4034.0
btuh,south,3,229702.0
btuq,west,4,1439138.0
btuw,south,2,33039.0
btwo,west,4,2533322.0
btyx,south,1,1961.0
buag,south,3,721782.0
buap,west,4,4932500.0
bucj,south,1,8133.0
budk,midwest,3,133560.0
buft,south,1,1452.0
bufz,west,4,1895048.0
bugf,south,3,203319.0
bugj,south,1,1936.0
buha,northeast,3,163200.0
buhm,midwest,3,219555.0
buja,west,4,1719197.0
buld,south,1,1058.0
bunk,south,3,118764.0
bupj,west,4,4145289.5
bupq,west,4,6355000.0
bups,northeast,3,146400.0
butn,south,2,32676.0
buuf,south,2,54161.0
buux,west,2,29073.5
buvf,south,2,87137.0
buvi,south,1,2977.0
buwi,south,1,7116.0
buwv,south,1,145.0
buxf,west,4,3510272.0
buyj,west,4,2498426.5
buzf,south,1,1452.0
buzs,south,2,79641.0
buzy,northeast,2,37953.873239436616
bvan,midwest,1,4359.0
bvbj,south,2,41354.0
bvbo,south,2,88003.0
bvck,south,2,76245.0
bvcr,south,1,13167.0
bvct,south,1,7907.0
bvdt,midwest,1,327.2848542914168
bvee,south,2,27037.0
bveh,midwest,4,2492910.0
bvfl,west,4,6250000.0
bvho,south,2,38122.0
bvhu,south,1,4518.0
bvjb,midwest,1,3279.0
bvkh,south,2,21300.0
bvkq,south,3,100086.0
bvmx,south,1,1162.0
bvpd,south,1,363.0
bvpu,south,1,1017.0
bvst,south,1,377.0
bvtc,south,1,219.0
bvtq,south,2,32365.0
bvva,south,3,103065.0
bvxd,northeast,3,111333.0
bvyn,west,4,5410000.0
bvzi,south,2,69373.0
bwad,south,1,290.0
bwaj,south,1,1452.0
bwan,south,2,39212.0
bwcg,south,2,53371.0
bwcx,west,4,1276313.0
bwds,west,4,6014520.5
bwet,northeast,2,94000.0
bwfd,south,3,361078.0
bwha,midwest,1,394.0
bwid,south,2,29564.0
bwjf,south,1,1210.0
bwjk,south,2,55671.0
bwkc,south,1,544.0
bwku,south,1,1794.0
bwnd,west,4,5982500.0
bwnf,midwest,3,214200.0
bwqa,south,1,2350.0
bwqt,west,4,4728203.0
bwqu,northeast,2,26136.69291338583
bwsm,south,1,726.0
bwuo,south,1,2324.0
bwxa,south,1,2234.0
bwxg,midwest,4,1716750.0
bwyb,midwest,3,449202.0
bwyx,south,1,10202.0
bwza,south,1,1961.0
bxbu,midwest,1,3465.0
bxcc,west,4,3422346.5
bxdc,south,3,235753.0
bxdm,west,1,1600.0
bxeq,west,4,1992743.0
bxex,south,2,27131.0
bxfk,west,3,940893.5
bxfp,west,4,8015000.0
bxfu,south,1,436.0
bxkm,west,4,2425546.665
bxks,south,3,456742.0
bxln,south,3,101659.0
bxmr,west,4,2718942.5
bxnn,west,4,3213930.5
bxow,south,1,2234.0
bxpg,midwest,3,141162.0
bxrd,northeast,3,470000.0
bxrg,west,2,25817.0
bxsl,west,4,4785787.5
bxss,south,1,3873.0
bxtv,south,1,1037.0
bxue,midwest,2,45360.0
bxuz,midwest,2,56389.2
bxvx,south,1,2905.0
bxwr,south,2,75700.0
bxya,midwest,2,31185.0
bxyt,south,1,835.0
bxzb,south,1,7945.0
byal,south,1,2420.0
bybx,west,4,2761277.0
bydz,west,4,6610000.0
byfe,south,2,47303.0
byfj,south,1,2941.0
byfz,northeast,1,3645.3007518796994
bygc,south,4,1422506.0
bygy,midwest,1,220.30592
byhg,south,1,14087.0
bykg,northeast,1,1582.3925099601595
bykj,south,3,357850.0
bykt,northeast,1,11600.0
bykw,south,1,8287.0
byns,south,1,10166.0
byor,west,4,6314118.5
byos,south,1,290.0
byoz,west,4,6920000.0
byqe,south,2,45850.0
byrf,south,3,186155.0
bytv,south,1,282.0
byxh,midwest,2,92999.0
byxw,south,1,5047.0
byzc,south,1,5648.0
bzat,west,4,5205000.0
bzcl,south,1,1413.0
bzcx,south,1,2178.0
bzdl,south,2,51737.0
bzhv,south,3,213485.0
bzjb,south,2,59788.9
bzjh,northeast,1,9599.85714285714
bzmm,south,1,3227.0
bzmq,west,4,2106720.5
bzms,south,2,55913.0
bzmz,south,1,17212.0
bznh,south,1,4538.0
bzov,south,1,13071.0
bzpl,west,3,709682.0
bzpt,midwest,1,1179.0375564409032
bzqw,west,4,6157500.0
bzsp,west,4,1968900.0
bzsr,west,4,4885000.0
bzsv,south,1,2178.0
bzti,south,1,110.0
bztm,west,4,5890000.0
bzwb,west,4,5120000.0
bzxn,west,4,9202500.0
bzyh,south,1,5809.0
bzzo,south,3,182987.0
cabt,south,3,212356.0
cacg,northeast,4,6009333.0
caeb,south,3,292876.0
cagn,south,1,4420.0
cahs,west,1,370.2555738243999
caib,south,3,117473.0
cajs,south,1,625.0
calq,south,2,98612.0
camh,south,3,133380.0
canc,south,2,27476.0
canw,midwest,1,368.0966533864541
cany,south,1,581.0
caqi,northeast,1,82.2992700729927
caqs,west,4,5690000.0
carq,west,4,8270000.0
cask,south,1,1826.0
casl,south,2,86403.0
catm,south,3,390692.0
caun,south,1,1162.0
cavr,south,1,6510.0
cayd,south,1,2526.0
cazd,west,4,1670349.5
cazk,south,4,1251864.0
cazn,west,4,8280000.0
cbah,south,3,347674.0
cbaw,west,4,6920000.0
cbbk,northeast,4,1200000.0
cbeg,west,1,650.0
cbgi,south,1,6777.0
cbjh,west,4,4962500.0
cbkv,south,1,1971.0
cbky,south,3,126006.0
cbmc,south,2,44558.0
cbme,west,4,6640000.0
cbmm,south,1,704.0
cbmx,northeast,1,15584.4
cbnk,midwest,3,885150.0
cbqp,south,1,1162.0
cbqz,midwest,1,1565.7669194943471
cbup,west,3,364493.0
cbvi,midwest,3,111702.0
cbwr,south,1,179.0
cbwv,south,1,4221.0
cbzd,south,1,7407.0
cbzu,south,1,6703.0
ccaq,midwest,1,807.0
ccbq,midwest,3,289170.0
ccbs,south,3,126216.0
cccl,south,3,387033.0
ccel,south,3,207192.0
ccfk,south,1,5809.0
ccfp,south,2,39288.0
ccgv,midwest,1,19.150459016393462
ccgw,south,1,1722.0
cchh,south,1,847.0
ccia,south,4,1101311.0
ccin,northeast,2,85267.0
ccjz,south,1,683.0
cckm,south,1,545.0
cckp,south,1,5779.0
ccnt,midwest,2,34650.0
ccon,midwest,3,592401.0
ccqj,midwest,2,25590.0
ccra,west,4,5627500.0
ccrp,south,1,1992.0
ccsf,midwest,1,15750.0
ccsv,south,1,6390.0
ccur,west,4,3373499.0
ccut,south,1,7496.0
ccve,south,1,363.0
ccvv,south,1,4321.0
ccyk,south,2,20004.0
cczi,south,1,1490.0
cdbg,south,2,35581.0
cdcx,northeast,1,13333.0
cddd,south,3,101659.0
cddh,northeast,2,34012.916666666664
cddy,west,3,354723.5
cdfp,south,2,52100.0003814698
cdgg,south,1,871.0
cdhi,south,1,6196.0
cdjo,south,1,830.0
cdlh,south,1,1660.0
cdmd,midwest,1,1056.38326745718
cdnf,south,3,389695.0
cdnp,south,1,4841.0
cdov,west,3,242873.0
cdqt,midwest,3,139998.2
cdrl,south,2,24035.0
cdst,south,1,10018.0
cduc,south,1,5895.0
cdwv,northeast,2,51233.0
cdyf,south,1,6629.0
ceas,west,3,331928.0
cebd,south,2,38815.2
cebh,south,1,3663.0
ceco,west,4,2038334.0
cedw,south,2,39079.0
cedy,midwest,4,1626975.0
ceft,south,1,3757.0
cega,south,1,645.0
cegm,south,1,1263.0
cegw,northeast,3,314290.625
cejg,south,1,12199.0
cejs,west,4,7310000.0
cekf,south,1,6213.0
cekl,south,1,1743.0
cens,south,2,28356.0
ceob,south,3,221618.0
cepq,west,4,3007253.33
ceqj,south,1,2191.0
ceyg,northeast,1,6107.400000000001
ceyq,northeast,3,400067.0
ceyz,south,1,18692.0
cezd,south,1,3873.0
cfac,south,3,762446.0
cfam,south,1,2905.0
cfbl,south,1,2504.0
cfbp,south,1,290.0
cfby,west,4,1950408.5
cfcd,south,2,58091.0
cfcp,south,3,458436.0
cfdr,northeast,4,1045733.0
cfdu,south,1,6368.0
cfdy,west,4,6382500.0
cfgd,south,1,6245.0
cfgt,west,4,2196406.5
cfhs,midwest,2,26056.0
cfjj,south,1,14523.0
cfkz,midwest,3,211365.0
cflf,south,2,23479.0
cflw,south,1,9077.0
cflz,south,1,3389.0
cfnj,south,1,968.0
cfoq,west,4,2419344.5
cfoz,west,4,2090438.0
cfpy,northeast,2,28759.66417910448
cfqd,south,1,18153.0
cfql,west,4,5708409.5
cfsq,south,1,5337.0
cfsw,south,1,4720.0
cftj,west,3,670604.0
cftt,south,3,662723.0
cfuz,south,2,35581.0
cfvh,south,1,8003.0
cfyw,south,1,4599.0
cgcf,south,1,3268.0
cgdm,west,4,5795000.0
cgdz,south,1,6280.0
cgfz,south,1,4357.0
cghv,south,3,137240.0
cgin,south,2,49590.0
cgja,south,1,5635.0
cgjh,south,1,1584.0
cgma,northeast,1,658.3941605839416
cgna,west,4,1843670.0
cgno,south,2,30044.2
cgpe,south,2,31619.0
cgrt,west,4,6118728.5
cgry,south,2,62557.0
cgsd,south,1,5083.0
cguu,south,1,15843.0
chch,west,4,1533576.5
chcw,west,4,1585680.5
chdh,south,2,29716.0
chds,midwest,3,366345.0
chdw,south,1,5809.0
chek,south,1,16459.0
chep,midwest,3,317520.0
chgg,south,3,126612.0
chhy,northeast,3,564000.0
chjz,midwest,3,322875.0
chkf,south,2,48409.0
chkh,midwest,1,112.0
chld,midwest,1,2238.0
chmr,south,1,5009.0
chpp,northeast,1,0.0
chpw,south,1,218.0
chso,northeast,3,116267.0
chtc,west,4,8217500.0
chtr,south,1,3994.0
chug,west,3,668390.0
chuh,south,2,33039.0
chup,west,4,5315000.0
chva,west,4,1891791.5
chvo,south,4,4605900.0
chwm,midwest,3,255996.0
chxt,south,1,9682.0
chxv,south,3,139661.0
chzo,south,1,9367.0
chzz,south,3,433747.0
cibj,south,2,49194.0
cicr,west,2,59423.6
cida,south,3,165802.0
cift,south,2,46852.0
cigm,south,2,22822.0
cigs,midwest,2,28008.0
ciha,south,1,282.0
cijk,south,2,21784.0
cilq,south,1,1452.0
cilt,south,1,2504.0
cima,west,4,7063113.5
cimy,west,1,1301.6530964717492
ciny,south,2,31950.0
cioz,south,2,33402.0
ciqk,west,4,6079314.25
ciqn,south,2,46473.0
cisn,south,1,1742.0
cito,midwest,3,305235.0
citt,south,2,53112.0
ciud,south,3,385580.0
ciug,northeast,1,0.0
cius,west,4,8280000.0
cixl,south,3,728560.0
cizi,west,4,2440406.75
cizy,west,4,4482500.0
cjes,south,4,1259126.0
cjez,west,4,3025053.5
cjip,south,1,5809.0
cjjp,south,2,22591.0
cjkn,midwest,3,384930.0
cjkx,south,1,7100.0
cjmd,south,1,236.0
cjnr,west,1,202.7590047133619
cjpd,south,1,1936.0
cjpl,south,1,1706.0
cjpp,west,4,5515000.0
cjru,south,1,4518.0
cjss,south,1,145.0
cjtc,west,2,23478.0
cjtj,south,1,2055.302915402764
cjwo,west,3,498009.5
cjxe,south,2,44909.0
cjzg,midwest,3,258860.0
cjzt,south,2,37055.0
cjzx,west,4,5158061.0
ckau,midwest,1,3465.0
ckbe,south,2,20332.0
ckbg,south,1,436.0
ckeg,south,3,123121.0
ckja,south,1,3631.0
ckjg,south,1,2000.0
ckkn,south,3,129724.0
ckku,south,1,16827.0
ckmo,west,3,348210.5
cknh,south,4,2206010.0
ckpt,midwest,1,3996.0
ckra,midwest,5,29383200.0
cksh,west,4,1336990.0
cksy,south,1,7922.0
cktz,west,4,4430000.0
ckxf,west,4,6042500.0
ckxo,south,1,2251.0
ckxv,south,1,5809.0
clbg,south,1,7261.0
clel,south,1,3301.0
clgx,south,1,762.0
clhl,south,1,5126.0
cljo,south,1,5751.0
clki,south,1,2905.0
clkk,south,2,87137.0
cllo,midwest,2,41130.0
clmm,south,3,664410.0
clnh,west,4,7987959.5
clom,south,1,980.0
clpi,midwest,3,696780.0
clpz,midwest,3,221760.0
clqt,northeast,4,2417770.0
clrd,west,1,17612.352877659
clre,west,4,1445651.0
clrp,west,4,1645853.33
clrw,south,3,305542.0
clsf,south,1,1281.0
clsi,west,4,5905000.0
cltn,midwest,2,63759.0
cltt,northeast,1,0.0
cltv,west,4,4137500.0
clvx,south,1,10166.0
clws,south,1,15287.0
clxc,south,3,333816.0
clyp,midwest,3,548117.0
cmau,south,1,13071.0
cmbx,south,2,40664.0
cmbz,midwest,3,142065.0
cmcx,midwest,3,915705.0
cmfn,south,1,16629.0
cmft,west,1,280.3363630384742
cmha,west,4,5262500.0
cmhc,west,4,1074410.0
cmky,south,3,364703.0
cmlw,west,4,4627251.5
cmnb,south,2,21784.0
cmnc,south,1,581.0
cmnr,midwest,4,1167075.0
cmnw,south,1,7091.0
cmoy,south,2,47199.0
cmqv,south,1,2888.86815920398
cmst,west,4,2263032.5
cmsu,south,2,35159.9994659424
cmty,south,1,3049.0
cmvl,midwest,3,163186.0
cmvq,midwest,1,17325.0
cmwd,south,2,48797.0
cmxn,west,4,6535000.0
cmxy,south,2,67012.0
cmyk,south,3,221617.0
cmyl,south,3,839162.0
cnax,south,2,48651.0
cnaz,south,3,483195.0
cnbv,south,1,6314.0
cncl,west,3,630228.92
cncs,midwest,3,211050.0
cndf,midwest,1,2205.0
cndg,south,1,1144.0
cnef,south,1,6172.0
cnei,midwest,4,1694159.0
cngb,south,1,1162.0
cngp,south,1,10166.0
cngy,west,4,5250000.0
cnhg,south,2,78423.0
cnhi,midwest,3,287280.0
cnhq,south,1,327.0
cnjy,south,1,73.0
cnkb,south,1,1694.0
cnlk,south,1,12344.0
cnmt,south,1,15719.0
cnpj,south,1,9077.0
cnqg,south,1,6961.0
cnra,south,1,11074.0
cnrk,west,4,2282571.5
cnru,west,1,2550.0
cnsa,west,4,3617736.5
cnsq,south,1,1452.0
cnss,west,4,5180000.0
cnsz,midwest,4,1197000.0
cnug,west,4,5457500.0
cnuz,south,1,7745.0
cnvn,midwest,3,145383.0
cnxd,south,1,3994.0
cnyj,northeast,1,0.0
cnzy,south,2,28465.0
coby,midwest,3,362250.0
coci,south,3,231784.0
coda,south,3,403249.0
coeo,west,4,4350180.0
coes,west,3,262230.68
coez,south,3,164252.0
cofr,northeast,1,8002.8
cogr,south,1,654.0
cogx,south,1,6887.0
coie,south,2,50830.0
colx,south,1,254.0
comt,south,1,9088.0
conk,west,4,3943386.5
cont,west,1,0.0
cooq,south,2,61722.0
coov,northeast,4,1026667.0
copu,northeast,1,11793.6
coqt,west,4,5252500.0
coqu,south,2,56988.0
coqz,south,3,859022.0
corw,south,1,2033.0
cosw,west,4,2849202.5
cotf,south,2,65353.0
cott,south,1,254.0
cotx,south,3,502004.0
couw,west,4,5387500.0
cove,south,3,120862.0
coxt,south,2,67894.0
coya,south,1,1162.0
coyt,south,2,39974.0
cpav,south,1,2905.0
cpbu,west,4,1628015.0
cpef,south,1,2437.837837837838
cpet,south,1,138.0
cpfb,midwest,2,54833.0
cpiw,west,4,5902500.0
cpji,northeast,2,24000.0
cpke,south,3,505248.0
cpkf,south,1,5809.0
cpkh,west,4,2797098.5
cplc,west,1,119.7816170212766
cpmx,northeast,4,1235520.0
cpnv,south,1,4841.0
cpos,west,4,5135000.0
cpqg,west,4,5760513.5
cprd,south,1,830.0
cpss,midwest,3,387702.0
cpsz,west,4,5382500.0
cpto,west,4,2523552.5
cptz,midwest,3,589995.0
cpwb,west,4,2805113.3325
cpwi,south,1,11618.0
cpxb,west,4,2106720.5
cpxc,northeast,1,9234.082278481012
cpxk,west,4,1735479.5
cpxr,northeast,2,37333.0
cpxu,south,1,3873.0
cpyd,west,4,2558546.665
cpzk,south,1,10202.0
cpzt,west,4,5488000.0
cqae,south,2,78786.0
cqap,south,1,112.0
cqby,west,4,5633510.0
cqcy,south,2,71545.0
cqdz,midwest,3,242800.0
cqew,south,1,7261.0
cqfn,midwest,1,272.9587148594376
cqge,west,4,3324651.5
cqgm,south,1,5164.0
cqhd,west,4,6447635.0
cqhh,northeast,2,75267.0
cqif,south,1,830.0
cqjw,south,1,528.0
cqka,south,1,19364.0
cqkr,south,1,13357.0
cqmy,south,1,5010.0
cqpl,south,1,3050.0
cqpn,south,2,20332.0
cqqr,south,3,113640.0
cqqz,south,5,19498308.0
cqrj,south,1,12707.0
cqso,south,1,5083.0
cqum,west,4,2135939.75
cqvi,south,1,10935.0
cqwt,south,1,3873.0
crac,northeast,1,203.4544555679149
crad,south,1,7407.0
crak,west,4,4044338.0
crcm,south,1,3147.0
crcr,west,1,13583.3
crcs,west,4,4642500.0
crcz,midwest,2,46060.0
crdn,west,4,1592193.5
crfh,south,1,110.0
crgq,midwest,1,804.530303030303
crja,west,4,1220952.5
crkq,south,1,69.0
crli,midwest,1,18229.0
croc,south,1,5809.0
croo,west,4,7772500.0
crop,south,1,14741.0
crpk,south,1,18262.0
crps,south,1,5382.0
crqd,midwest,2,21891.0
crqf,south,2,33402.0
crsc,south,1,17331.0
crvf,west,3,846455.0
crvn,south,1,15975.0
crzr,south,1,8766.0
csaj,west,3,774812.0
csfc,midwest,3,128055.0
csfk,south,1,908.0
csjp,northeast,1,7759.905288082084
cslq,south,1,5265.0
csml,south,1,1936.0
csnn,south,2,41286.0
csos,south,2,30498.0
cspc,south,1,5281.0
cssf,west,4,6262500.0
cssl,south,2,87029.0
cssp,south,2,28919.0
csti,south,2,33886.0
cstz,west,4,2074000.0
csuw,west,4,2227211.0
csvb,west,4,1504268.0
csws,south,1,2178.0
cswt,west,4,4862500.0
cswv,west,4,2455166.0
ctam,midwest,1,12642.0
ctcv,south,1,19502.0
ctgf,northeast,2,37933.0
ctgm,south,3,197219.0
ctgr,south,1,4469.0
ctij,south,1,10788.0
ctjq,midwest,3,524910.0
ctlx,northeast,2,69708.6
ctmo,south,1,501.0
ctng,midwest,1,5897.0
ctnw,south,1,6011.0
ctoz,northeast,3,112444.08914728682
ctpz,south,1,2526.0
ctqf,south,3,416320.0
ctsd,south,3,454079.0
ctul,south,1,5854.0
ctup,midwest,2,64400.0
ctwn,south,1,3389.0
ctye,west,4,5732500.0
ctzo,south,3,192429.0
cuat,midwest,3,710290.0
cuaz,south,1,12586.0
cube,south,2,53976.0
cubh,south,1,19461.0
cubi,south,1,10547.0
cubk,west,4,7437500.0
cucn,midwest,4,1149750.0
cudh,northeast,3,500000.0
cudx,south,3,250599.9984741211
cuej,south,1,100.0
cuff,midwest,3,262097.0
cufj,south,1,2064.0
cugt,west,1,6104.3
cuhv,west,4,1856793.33
cuiv,west,4,1725710.0
cuje,midwest,3,520380.0
cuki,south,3,308463.0
cums,south,2,33886.0
cuno,south,1,626.0
cuoc,south,2,45834.0
cupv,south,2,26547.0
cuqg,south,1,5809.0
cuqo,south,1,6898.0
curk,south,1,7138.0
cutl,south,1,1694.0
cutp,south,3,398796.0
cuud,northeast,1,15584.4
cuul,south,1,387.0
cuur,south,2,21853.0
cuvm,northeast,1,11983.714285714286
cuxm,south,1,6283.9
cuyr,south,1,145.0
cuyx,midwest,3,720090.0
cuzb,south,1,775.0
cuzl,west,4,1096600.0
cuzo,south,2,83610.0
cuzu,midwest,2,25200.0
cvae,south,1,145.0
cvbm,south,1,3485.0
cvbp,south,1,52.0
cvbu,midwest,3,707913.0
cvdj,south,1,498.0
cvdm,south,3,199607.0
cvdo,midwest,1,344.82617529880446
cvet,south,2,52282.0
cvfc,west,4,7287500.0
cvfj,south,1,8461.0
cvfp,west,4,2326693.3325
cvft,west,4,1660580.0
cvgg,west,4,1175361.5
cvgh,midwest,2,42840.0
cvhj,south,1,11295.0
cvhq,south,2,59543.0
cvhy,south,2,23444.0
cvjn,south,3,184681.0
cvkn,south,1,1859.0
cvpa,south,3,110629.0
cvqf,west,4,2871998.0
cvqx,west,4,4451400.5
cvra,west,2,27410.1904929916
cvsw,west,1,14636.580243161094
cvuu,south,3,504910.0
cvve,midwest,2,64259.0
cvvh,west,4,1515159.9975
cvwf,south,3,317889.0
cvwy,south,1,436.0
cvxo,south,2,56180.0
cvyw,south,1,7879.0
cwcb,south,3,104404.0
cwck,west,4,6097500.0
cwcu,south,3,164107.0
cwcy,south,1,1452.0
cweu,south,2,44294.0
cwfq,south,1,2641.0
cwfr,west,4,7477500.0
cwgi,south,3,948338.0
cwgq,south,1,5809.0
cwjx,west,4,1051614.5
cwkl,south,2,70096.0
cwmb,south,1,4357.0
cwnc,south,3,633852.0
cwnf,west,4,1059630.0
cwon,south,1,15007.0
cwpd,midwest,3,806400.0
cwqm,west,4,5977500.0
cwqt,midwest,2,84420.0
cwrx,south,1,19364.0
cwsa,west,4,4552352.0
cwsd,west,4,6870000.0
cwtc,midwest,1,10710.0
cwtt,south,3,498615.0
cwuc,south,1,622.0
cwuk,west,4,7330000.0
cwvc,south,3,264315.0
cwwt,south,3,138511.0
cwxf,south,2,44537.0
cxau,midwest,3,172648.0
cxav,south,2,21784.0
cxcs,west,4,1396803.5
cxdc,south,2,36307.0
cxdj,south,2,27956.0
cxfc,south,2,45989.0
cxfl,midwest,3,265502.0
cxfo,west,4,1100462.0
cxga,west,4,1852713.5
cxgw,west,4,4711920.5
cxgy,midwest,1,178.08369559412552
cxjd,south,1,5809.0
cxjj,south,1,7820.0
cxka,south,2,32918.0
cxks,west,4,2116490.0
cxlq,west,4,1372500.0
cxnq,west,4,1126514.0
cxny,south,1,253.0
cxpf,south,1,4383.0
cxpp,west,1,7158.5
cxsd,midwest,1,1575.0
cxsg,south,1,884.0
cxss,south,1,3061.0
cxtw,west,4,5635000.0
cxvm,west,4,1230722.0
cxwf,south,1,817.0
cxxn,west,4,1683375.5
cxyn,south,1,5083.0
cxyr,west,4,5486967.5
cxzf,south,2,57946.0
cyan,south,1,2766.0
cybb,west,4,3353960.0
cybx,south,1,1271.0
cycs,south,2,91701.0
cyfb,south,3,854014.0
cygh,west,4,2342500.0
cykf,south,1,157.0
cymk,south,1,13877.0
cyou,midwest,1,146.0
cypx,south,1,145.0
cyrx,south,2,82780.0
cysg,south,1,7552.0
cysw,northeast,1,0.0
cysz,south,1,695.0
cytr,south,4,6057452.0
cytx,midwest,2,70781.0
cywg,south,2,56311.0
cyza,west,4,1932799.75
cyzw,south,1,2723.0
czaj,south,1,8895.0
czbg,south,5,15552565.0
czdf,south,2,44382.0
czdj,west,4,4940000.0
czdv,northeast,1,18.949579831932773
czfr,west,4,1170700.0
czgj,midwest,3,127575.0
czgw,south,1,2178.0
czhx,south,1,2392.0
czka,south,2,22873.0
czlr,south,1,13521.0
czmb,south,1,2178.0
czmm,south,2,31224.0
czoi,midwest,3,338625.0
czol,south,1,12909.0
czsy,south,3,509497.0
czti,south,3,349031.0
czvo,south,2,45285.0
czvp,south,2,24095.0
czwp,west,4,6162500.0
czxe,west,4,7262500.0
czxj,south,1,7261.0
czxm,west,4,6500000.0
czxp,midwest,1,0.0
czxu,west,4,2761277.0
czxz,south,1,3994.0
czyf,west,3,934380.5
daad,midwest,1,160.13984126984127
dacc,south,2,57665.0
dacv,west,3,882276.5
dadc,south,1,11618.0
dadr,west,4,6692500.0
daej,midwest,2,95445.0
daeq,south,2,20108.0
dage,midwest,1,134.0
dagq,south,1,10957.0
dahq,south,1,3227.0
dakl,south,1,2282.0
dakr,west,4,2165337.5
dalc,south,1,16655.0
danb,midwest,3,435819.0
daoa,west,4,4365000.0
daps,south,1,830.0
daqy,south,2,23236.0
dary,south,2,34673.0
dasz,south,1,5635.0
dauw,northeast,1,13398.28502415459
davf,south,3,152489.0
dayi,south,2,33798.0
dazf,south,2,31950.0
dbab,south,1,4841.0
dbay,south,2,32434.0
dbbn,south,1,1198.0
dbcb,south,2,56180.0
dbcl,south,1,7198.0
dbdd,west,4,2631017.0
dbed,south,1,8714.0
dber,south,1,1779.0
dbfh,south,1,3195.0
dbhp,south,1,726.0
dbje,west,4,2468192.0
dbjf,midwest,4,1226894.0
dbjg,south,1,1017.0
dbkn,midwest,1,3509.0
dbly,midwest,3,270575.0
dbmn,south,1,16404.0
dbms,south,1,15447.0
dbnd,midwest,2,63315.0
dbob,south,1,2178.0
dbov,south,1,11618.0
